"";"title";"artist";"artist_bio";"artist_birth_year";"artist_death_year";"num_artists";"n_female_artists";"n_male_artists";"artist_gender";"year_acquired";"year_created";"circumference_cm";"depth_cm";"diameter_cm";"height_cm";"length_cm";"width_cm";"seat_height_cm";"purchase";"gift";"exchange";"classification";"department"
"756";"Study for Portrait VII";"Francis Bacon";"(British, born Ireland. 1909-1992)";1909;1992;1;0;1;"Male";1956;1953;NA;NA;NA;152,3;NA;117;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"757";"Nova";"Howard Mehring";"(American, 1931-1978)";1931;1978;1;0;1;"Male";1966;1965;NA;NA;NA;215,5;NA;178;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"758";"Self-Portrait with a Cigarette";"Max Beckmann";"(German, 1884-1950)";1884;1950;1;0;1;"Male";1956;1923;NA;NA;NA;60,2;NA;40,3;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"759";"Lejos de Socorro";"Edward Corbett";"(American, 1919-1971)";1919;1971;1;0;1;"Male";1957;1957;NA;NA;NA;122,1;NA;127,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"760";"Pullet";"Luis Fernando Benedit";"(Argentine, 1937-2011)";1937;2011;1;0;1;"Male";1964;1963;NA;NA;NA;80;NA;60,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"761";"Of Previous Dissipations";"Ree Morton";"(American, 1936-1977)";1936;1977;1;1;0;"Female";1988;1974;NA;16,5;NA;104,1;NA;17,5;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"762";"Two Children Are Threatened by a Nightingale (Deux Enfants sont menacés par un rossignol)";"Max Ernst";"(French and American, born Germany. 1891-1976)";1891;1976;1;0;1;"Male";1937;1924;NA;11,4;NA;69,8;NA;57,1;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"763";"The Good Samaritan";"Eugene Berman";"(American, born Russia. 1899-1972)";1899;1972;1;0;1;"Male";1956;1930;NA;NA;NA;92,1;NA;73,3;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"764";"Seven Minus Twenty-One Equals Seven";"Marina Stern";"(American, 1928-2017)";1928;2017;1;1;0;"Female";1966;1966;NA;NA;NA;127,5;NA;127,3;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"765";"Portrait of Annette";"Alberto Giacometti";"(Swiss, 1901-1966)";1901;1966;1;0;1;"Male";1983;1949;NA;NA;NA;50,2;NA;36,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"766";"OOF";"Edward Ruscha";"(American, born 1937)";1937;NA;1;0;1;"Male";1988;1962;NA;NA;NA;181,5;NA;170,2;NA;TRUE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"767";"Boris Blai";"Franklin Chenault Watkins";"(American, 1894-1972)";1894;1972;1;0;1;"Male";1939;1938;NA;NA;NA;101,6;NA;88,9;NA;FALSE;TRUE;TRUE;"Painting";"Painting & Sculpture"
"768";"Composition C";"Piet Mondrian";"(Dutch, 1872-1944)";1872;1944;1;0;1;"Male";1948;1920;NA;NA;NA;60,3;NA;61;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"769";"Winter";"Sandra Blow";"(British, 1925-2006)";1925;2006;1;1;0;"Female";1956;1956;NA;NA;NA;91,5;NA;152,6;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"770";"Uprising";"Lyonel Feininger";"(American, 1871-1956)";1871;1956;1;0;1;"Male";1964;1910;NA;NA;NA;104,4;NA;95,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"771";"Standing Figure";"Alberto Giacometti";"(Swiss, 1901-1966)";1901;1966;1;0;1;"Male";1983;1949;NA;NA;NA;73;NA;15,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"772";"Verdure";"Stefan Knapp";"(British, born Poland. 1921-1996)";1921;1996;1;0;1;"Male";1957;1950;NA;2,2;NA;157,2;NA;89,9;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"773";"Viaduct";"Lyonel Feininger";"(American, 1871-1956)";1871;1956;1;0;1;"Male";1944;1920;NA;NA;NA;100,9;NA;85,7;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"774";"Manhattan, I";"Lyonel Feininger";"(American, 1871-1956)";1871;1956;1;0;1;"Male";1964;1940;NA;NA;NA;100,5;NA;80,9;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"775";"Battle of Fishes";"André Masson";"(French, 1896-1987)";1896;1987;1;0;1;"Male";1937;1926;NA;NA;NA;36,2;NA;73;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"776";"Untitled";"Kirsten Kraa";"(American, born Germany 1941)";1941;NA;1;1;0;"Female";1964;1964;NA;NA;NA;38,2;NA;38,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"777";"Still Life";"Le Corbusier (Charles-Édouard Jeanneret)";"(French, born Switzerland. 1887-1965)";1887;1965;1;0;1;"Male";1937;1920;NA;NA;NA;80,9;NA;99,7;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"778";"Forces";"Erich Buchholz";"(German, 1891-1972)";1891;1972;1;0;1;"Male";1956;1921;NA;NA;NA;231,6;NA;135,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"779";"Volos";"Norman Bluhm";"(American, 1920-1999)";1920;1999;1;0;1;"Male";1972;1971;NA;NA;NA;96,8;NA;122,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"780";"The Nymph Echo ( La Nymphe Écho)";"Max Ernst";"(French and American, born Germany. 1891-1976)";1891;1976;1;0;1;"Male";1937;1936;NA;NA;NA;46,3;NA;55,2;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"781";"Portrait of Suba";"Julian E. Levi";"(American, 1900-1982)";1900;1982;1;0;1;"Male";1944;1944;NA;NA;NA;71,4;NA;50,5;NA;TRUE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"782";"In Fourteenth Street";"Reginald Marsh";"(American, 1898-1954)";1898;1954;1;0;1;"Male";1957;1934;NA;NA;NA;91,1;NA;101;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"783";"Cleopatra Flesh";"Jules Olitski";"(American, born Russia.1922-2007)";1922;2007;1;0;1;"Male";1964;1962;NA;NA;NA;264,2;NA;228,3;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"784";"The Birth of the World";"Joan Miró";"(Spanish, 1893-1983)";1893;1983;1;0;1;"Male";1972;1925;NA;NA;NA;250,8;NA;200;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"785";"Fruit Dish";"Pablo Picasso";"(Spanish, 1881-1973)";1881;1973;1;0;1;"Male";1944;1908;NA;NA;NA;74,3;NA;61;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"786";"Morning Candelabra";"Paul-Émile Borduas";"(Canadian, 1905-1960)";1905;1960;1;0;1;"Male";1954;1948;NA;NA;NA;81,9;NA;109,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"787";"Landlocked";"Thomas Sills";"(American, 1914-2000)";1914;2000;1;0;1;"Male";1964;1960;NA;NA;NA;131,3;NA;173,3;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"788";"Basket of Fruit Reflected in a Mirror";"Pierre Bonnard";"(French, 1867-1947)";1867;1947;1;0;1;"Male";1984;1944;NA;NA;NA;47,3;NA;71,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"789";"Woman, Old Man, and Flower (Weib, Greis und Blume)";"Max Ernst";"(French and American, born Germany. 1891-1976)";1891;1976;1;0;1;"Male";1937;1923;NA;NA;NA;96,5;NA;130,2;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"790";"The Days Must Be Laid on the Ground";"Enzo Cucchi";"(Italian, born 1949)";1949;NA;1;0;1;"Male";1984;1983;NA;25,4;NA;121,9;NA;629,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"791";"I Saw Stalin Once When I Was a Child";"Komar and Melamid, Vitaly Komar, Aleksandr Danilovich Melamid";"(American) (American, born Russia 1943) (American, born Russia 1945)";NA;NA;3;0;3;NA;1983;1981;NA;NA;NA;183,3;NA;137,6;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"792";"Evening, Honfleur";"Georges-Pierre Seurat";"(French, 1859-1891)";1859;1891;1;0;1;"Male";1957;1886;NA;NA;NA;65,4;NA;81,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"793";"Untitled (You Invest in the Divinity of the Masterpiece)";"Barbara Kruger";"(American, born 1945)";1945;NA;1;1;0;"Female";1983;1982;NA;NA;NA;182,2;NA;115,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"794";"Window at Nice";"Raoul Dufy";"(French, 1877-1953)";1877;1953;1;0;1;"Male";1954;1929;NA;NA;NA;54,9;NA;46;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"795";"Image with Green Moon";"Herbert Bayer";"(American, born Austria. 1900-1985)";1900;1985;1;0;1;"Male";1963;1961;NA;NA;NA;41;NA;41;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"796";"Inspection of the Streets";"Philomé Obin";"(Haitian, 1892-1986)";1892;1986;1;0;1;"Male";1948;1948;NA;NA;NA;61;NA;61;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"797";"Pressure";"Robert Longo";"(American, born 1953)";1953;NA;1;0;1;"Male";1983;1982;NA;92,7;NA;260;NA;228,6;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"798";"The Glade";"Roderic O'Conor";"(Irish, 1860-1940)";1860;1940;1;0;1;"Male";1956;1892;NA;NA;NA;92;NA;59,6;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"799";"Attacked by Birds";"André Masson";"(French, 1896-1987)";1896;1987;1;0;1;"Male";1963;1956;NA;NA;NA;75;NA;90,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"800";"Person Throwing a Stone at a Bird";"Joan Miró";"(Spanish, 1893-1983)";1893;1983;1;0;1;"Male";1937;1926;NA;NA;NA;73,7;NA;92,1;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"801";"Around the Fish";"Paul Klee";"(German, born Switzerland. 1879-1940)";1879;1940;1;0;1;"Male";1939;1926;NA;NA;NA;46,7;NA;63,8;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"802";"Speeding Automobile";"Giacomo Balla";"(Italian, 1871-1958)";1871;1958;1;0;1;"Male";1949;1912;NA;NA;NA;55,6;NA;68,9;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"803";"Night on Cold Mountain";"Larry Poons";"(American, born Japan 1937)";1937;NA;1;0;1;"Male";1963;1962;NA;NA;NA;203,1;NA;203,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"804";"Painters Progress";"Elizabeth Murray";"(American, 1940-2007)";1940;2007;1;1;0;"Female";1983;1981;NA;NA;NA;294,5;NA;236,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"805";"Swifts: Paths of Movement + Dynamic Sequences";"Giacomo Balla";"(Italian, 1871-1958)";1871;1958;1;0;1;"Male";1949;1913;NA;NA;NA;96,8;NA;120;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"806";"Nazca Lines Star Chart and Nazca Lines Southern Hemisphere Constellation Chart Correlation";"Michelle Stuart";"(American, born 1938)";1938;NA;1;1;0;"Female";1984;1981;NA;NA;NA;305,4;NA;428;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"807";"The Blue Window";"Henri Matisse";"(French, 1869-1954)";1869;1954;1;0;1;"Male";1939;1913;NA;NA;NA;130,8;NA;90,5;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"808";"Axial Figure, 110";"Jan Lebenstein";"(Polish, 1930-1999)";1930;1999;1;0;1;"Male";1961;1961;NA;NA;NA;217,2;NA;118,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"809";"Double Gravity";"Terry Winters";"(American, born 1949)";1949;NA;1;0;1;"Male";1984;1984;NA;NA;NA;203,2;NA;264,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"810";"For Father Berrigan";"Llyn Foulkes";"(American, born 1934)";1934;NA;1;0;1;"Male";1987;1973;NA;NA;NA;16,2;NA;14,3;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"811";"Street, Berlin";"Ernst Ludwig Kirchner";"(German, 1880-1938)";1880;1938;1;0;1;"Male";1939;1913;NA;NA;NA;120,6;NA;91,1;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"812";"La Marseillaise";"René Pierre Tal-Coat";"(French, 1905-1985)";1905;1985;1;0;1;"Male";1948;1944;NA;NA;NA;41;NA;32,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"813";"Bearded Faun";"Pablo Picasso";"(Spanish, 1881-1973)";1881;1973;1;0;1;"Male";1956;1956;NA;NA;NA;20,3;NA;20,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"814";"West 23rd";"Jack Tworkov";"(American, born Poland. 1900-1982)";1900;1982;1;0;1;"Male";1963;1963;NA;NA;NA;152,6;NA;203,3;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"815";"Birthday";"Marc Chagall";"(French, born Belarus. 1887-1985)";1887;1985;1;0;1;"Male";1949;1915;NA;NA;NA;80,6;NA;99,7;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"816";"Portrait of Maria Lani";"Chaim Soutine";"(French, 1893-1943)";1893;1943;1;0;1;"Male";1954;1929;NA;NA;NA;73,3;NA;59,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"817";"Head of a Faun";"Pablo Picasso";"(Spanish, 1881-1973)";1881;1973;1;0;1;"Male";1956;1956;NA;NA;NA;20,3;NA;20,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"818";"Study for Homage to the Square: Night Shades";"Josef Albers";"(American, born Germany. 1888-1976)";1888;1976;1;0;1;"Male";1961;1956;NA;NA;NA;60,7;NA;60,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"819";"Calvary";"Marc Chagall";"(French, born Belarus. 1887-1985)";1887;1985;1;0;1;"Male";1949;1912;NA;NA;NA;174,6;NA;192,4;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"820";"After the Rain";"Maurice Sterne";"(American, born Latvia. 1877-1957)";1877;1957;1;0;1;"Male";1954;1948;NA;NA;NA;67,3;NA;86,4;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"821";"Study for Homage to the Square: Early Rising A";"Josef Albers";"(American, born Germany. 1888-1976)";1888;1976;1;0;1;"Male";1961;1961;NA;NA;NA;60,9;NA;60,9;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"822";"Hop and Skip";"Shirley Jaffe";"(American, 1923-2016)";1923;2016;1;1;0;"Female";1987;1987;NA;NA;NA;219,4;NA;114,6;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"823";"Over Vitebsk";"Marc Chagall";"(French, born Belarus. 1887-1985)";1887;1985;1;0;1;"Male";1949;1915;NA;NA;NA;67;NA;92,7;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"824";"1951-T No. 3";"Clyfford Still";"(American, 1904-1980)";1904;1980;1;0;1;"Male";1954;1951;NA;NA;NA;238,8;NA;208,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"825";"Map";"Jasper Johns";"(American, born 1930)";1930;NA;1;0;1;"Male";1963;1961;NA;NA;NA;198,2;NA;314,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"826";"Fulang-Chang and I";"Frida Kahlo";"(Mexican, 1907-1954)";1907;1954;1;1;0;"Female";1987;1937;NA;NA;NA;40;NA;27,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"827";"Landscape near Cassis";"André Derain";"(French, 1880-1954)";1880;1954;1;0;1;"Male";1949;1907;NA;NA;NA;46;NA;54,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"828";"Head of a Sleeping Woman (Study for Nude with Drapery)";"Pablo Picasso";"(Spanish, 1881-1973)";1881;1973;1;0;1;"Male";1983;1907;NA;NA;NA;61,4;NA;47,6;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"829";"Memorial II";"Ross Bleckner";"(American, born 1949)";1949;NA;1;0;1;"Male";1994;1994;NA;5;NA;244;NA;305;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"830";"Abstract Portrait of Marcel Duchamp";"Katherine S. Dreier";"(American, 1877-1952)";1877;1952;1;1;0;"Female";1949;1918;NA;NA;NA;45,7;NA;81,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"831";"Mona Lisa, Age Twelve";"Fernando Botero";"(Colombian, born 1932)";1932;NA;1;0;1;"Male";1961;1959;NA;NA;NA;211;NA;195,5;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"832";"Still Life with Fruit and Glass";"Pablo Picasso";"(Spanish, 1881-1973)";1881;1973;1;0;1;"Male";1983;1908;NA;NA;NA;27;NA;21,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"833";"Canal Homes at Bayou Vista";"Rackstraw Downes";"(American, born England 1939)";1939;NA;1;0;1;"Male";1994;1993;NA;5;NA;28,5;NA;306;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"834";"Snack for Two";"Jean Dubuffet";"(French, 1901-1985)";1901;1985;1;0;1;"Male";1949;1945;NA;NA;NA;74;NA;61,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"835";"Yllam";"Victor Vasarely";"(French, born Hungary 1908-1997)";1908;1997;1;0;1;"Male";1958;1949;NA;NA;NA;130,3;NA;97,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"836";"Girl on a Divan";"Ernst Ludwig Kirchner";"(German, 1880-1938)";1880;1938;1;0;1;"Male";1993;1906;NA;NA;NA;47,3;NA;67,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"837";"Island of Statues";"Salvatore Fiume";"(Italian, 1915-1997)";1915;1997;1;0;1;"Male";1949;1948;NA;NA;NA;71,1;NA;92,1;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"838";"Composition";"Joaquín Torres-García";"(Uruguayan, 1874-1949)";1874;1949;1;0;1;"Male";1956;1931;NA;NA;NA;91,7;NA;61;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"839";"Unquiet Space";"Emilio Vedova";"(Italian, 1919-1995)";1919;1995;1;0;1;"Male";1958;1957;NA;NA;NA;134,9;NA;170;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"840";"Beam";"Elizabeth Murray";"(American, 1940-2007)";1940;2007;1;1;0;"Female";1994;1982;NA;9,8;NA;279,4;NA;192,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"841";"Venice";"Theodor Werner";"(German, 1886-1969)";1886;1969;1;0;1;"Male";1954;1952;NA;NA;NA;81,3;NA;100;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"842";"Cosmic Vision";"Emilio Vedova";"(Italian, 1919-1995)";1919;1995;1;0;1;"Male";1956;1953;NA;NA;NA;82,8;NA;55,5;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"843";"Remover";"Elizabeth Murray";"(American, 1940-2007)";1940;2007;1;1;0;"Female";1994;1977;NA;NA;NA;121,9;NA;106,7;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"844";"Study for The Inner World";"Thomas Chimes";"(American, 1921-2009)";1921;2009;1;0;1;"Male";1961;1961;NA;NA;NA;23,6;NA;26,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"845";"Store Front Project";"Christo";"(American, born Bulgaria 1935)";1935;NA;1;0;1;"Male";1986;1964;NA;10,2;NA;122,2;NA;160;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"846";"Rhyme";"Robert Rauschenberg";"(American, 1925-2008)";1925;2008;1;0;1;"Male";1994;1956;NA;NA;NA;122,6;NA;104,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"847";"Man with a Melon";"Karl Hofer";"(German, 1878-1955)";1878;1955;1;0;1;"Male";1949;1926;NA;NA;NA;107,3;NA;73,3;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"848";"Physichromie 114";"Carlos Cruz-Diez";"(Venezuelan, born 1923)";1923;NA;1;0;1;"Male";1965;1964;NA;NA;NA;71,1;NA;142,8;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"849";"The Large Spoon";"Markus Lüpertz";"(German, born 1941)";1941;NA;1;0;1;"Male";1986;1982;NA;NA;NA;201,6;NA;331,5;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"850";"Wallpiece 24 x 18""";"Karin Sander";"(German, born 1957)";1957;NA;1;1;0;"Female";1994;1994;NA;NA;NA;61;NA;45,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"851";"Garden of Eden Number 8";"Stephen Greene";"(American, 1918-1999)";1918;1999;1;0;1;"Male";1958;1932;NA;NA;NA;35,6;NA;43,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"852";"Grandcamp, Evening";"Georges-Pierre Seurat";"(French, 1859-1891)";1859;1891;1;0;1;"Male";1983;1885;NA;NA;NA;66,2;NA;82,4;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"853";"Gericault's Arm";"David Salle";"(American, born 1952)";1952;NA;1;0;1;"Male";1986;1985;NA;NA;NA;197,8;NA;244,5;NA;TRUE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"854";"Still Life";"Giorgio Morandi";"(Italian, 1890-1964)";1890;1964;1;0;1;"Male";1949;1916;NA;NA;NA;82,5;NA;57,5;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"855";"Tilted Horizon";"John Hultberg";"(American, 1922-2005)";1922;2005;1;0;1;"Male";1958;1955;NA;NA;NA;137,5;NA;193,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"856";"Robert/104,072";"Chuck Close";"(American, born 1940)";1940;NA;1;0;1;"Male";1976;1973;NA;NA;NA;274,4;NA;213,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"857";"Bull";"Marcello Muccini";"(Italian, 1926-1978)";1926;1978;1;0;1;"Male";1949;1948;NA;NA;NA;33;NA;71,8;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"858";"The American Dream, I";"Robert Indiana";"(American, born 1928)";1928;NA;1;0;1;"Male";1961;1961;NA;NA;NA;183;NA;152,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"859";"Untitled Number 5";"Agnes Martin";"(American, born Canada. 1912-2004)";1912;2004;1;1;0;"Female";1976;1975;NA;NA;NA;182,6;NA;183,2;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"860";"First Light 23";"George Sugarman";"(American, 1912-1999)";1912;1999;1;0;1;"Male";1983;1979;NA;NA;NA;141,6;NA;222,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"861";"Armored Train in Action";"Gino Severini";"(Italian, 1883-1966)";1883;1966;1;0;1;"Male";1986;1915;NA;NA;NA;115,8;NA;88,5;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"862";"Dynamic Hieroglyphic of the Bal Tabarin";"Gino Severini";"(Italian, 1883-1966)";1883;1966;1;0;1;"Male";1949;1912;NA;NA;NA;161,6;NA;156,2;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"863";"The Cow with the Subtile Nose";"Jean Dubuffet";"(French, 1901-1985)";1901;1985;1;0;1;"Male";1956;1954;NA;NA;NA;88,9;NA;116,1;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"864";"Double Portrait of Frank O'Hara";"Larry Rivers";"(American, 1923-2002)";1923;2002;1;0;1;"Male";1976;1955;NA;NA;NA;38,4;NA;63,6;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"865";"Woman";"Rufino Tamayo";"(Mexican, 1899-1991)";1899;1991;1;0;1;"Male";1983;1938;NA;NA;NA;90,4;NA;70,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"866";"Moon and Shoals";"Reuben Tam";"(American, 1916-1991)";1916;1991;1;0;1;"Male";1949;1949;NA;NA;NA;76,2;NA;88,6;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"867";"Red and Black";"Philippe Hosiasson";"(French, born Ukraine. 1898-1978)";1898;1978;1;0;1;"Male";1956;1956;NA;NA;NA;146,8;NA;114,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"868";"Lava at Bessastadir";"Jóhannes Sveinsson Kjarval";"(Icelandic, 1885-1972)";1885;1972;1;0;1;"Male";1961;1947;NA;NA;NA;75,2;NA;95,4;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"869";"Two Snakes";"Nagwaraba";"(Australian)";NA;NA;1;0;1;"Male";1958;1955;NA;NA;NA;55,9;NA;92,3;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"870";"Self-Portrait";"Alfred H. Maurer";"(American, 1868-1932)";1868;1932;1;0;1;"Male";1961;1927;NA;NA;NA;54,6;NA;45,7;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"871";"Here--Then--There!";"Alfred Jensen";"(American, born Guatemala of Danish parents. 1903-1981)";1903;1981;1;0;1;"Male";1976;1959;NA;NA;NA;63,9;NA;91,8;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"872";"Untitled Number 3";"Ronald Bladen";"(American, 1918-1988)";1918;1988;1;0;1;"Male";1997;1956;NA;NA;NA;121,6;NA;91,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"873";"Entablature";"Roy Lichtenstein";"(American, 1923-1997)";1923;1997;1;0;1;"Male";1976;1976;NA;NA;NA;137,1;NA;484,1;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"874";"Axiom of Indifference";"Mel Bochner";"(American, born 1940)";1940;NA;1;0;1;"Male";1997;1972;NA;NA;NA;61;NA;61;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"875";"Landscape with Yellow Hat";"Fernand Léger";"(French, 1881-1955)";1881;1955;1;0;1;"Male";1958;1952;NA;NA;NA;92,2;NA;73,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"876";"Man with Yellow Pants";"Michelangelo Pistoletto";"(Italian, born 1933)";1933;NA;1;0;1;"Male";1965;1964;NA;NA;NA;200,3;NA;100;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
